iter	Logloss
253	0.1407229635
254	0.1406773737
255	0.1406201864
256	0.1405770878
257	0.1404891213
258	0.1404322456
259	0.140376894
260	0.1403247476
261	0.1402867162
262	0.1402435434
263	0.1401799731
264	0.1401044115
265	0.1400594902
266	0.1400139835
267	0.1399750023
268	0.1399139741
269	0.1398442214
270	0.1397674326
271	0.1396499218
272	0.1395383503
273	0.139496972
274	0.1394672661
275	0.1394273548
276	0.1393694274
277	0.1392524871
278	0.1391761789
279	0.1391017957
280	0.1390481367
281	0.1390057401
282	0.1388594282
283	0.138785277
284	0.1387351843
285	0.1385785383
286	0.1384743466
287	0.1383896229
288	0.1383542163
289	0.138293173
290	0.1382552984
291	0.1382393436
292	0.1381547393
293	0.1380692702
294	0.1380396141
295	0.1379718618
296	0.1379181453
297	0.137878292
298	0.1378252529
299	0.1377514736
300	0.1376897725
301	0.137650263
302	0.1375924102
303	0.1375062532
304	0.1374871674
305	0.1374168482
306	0.1373130639
307	0.1372594209
308	0.1371863367
309	0.1370940168
310	0.13701616
311	0.1369634624
312	0.1369278997
313	0.1368910834
314	0.1368407666
315	0.1368080304
316	0.1367003384
317	0.1366702974
318	0.1366355082
319	0.1365861151
320	0.1364906079
321	0.1364185928
322	0.1363677551
323	0.1362963055
324	0.136209331
325	0.1361449994
326	0.1361106333
327	0.1360601998
328	0.136012281
329	0.1359496194
330	0.1359038459
331	0.1358316534
332	0.1357661623
333	0.1357168266
334	0.1356760002
335	0.1356561574
336	0.1356279364
337	0.1356005269
338	0.1355699019
339	0.1355244519
340	0.1354953654
341	0.1354548663
342	0.1354067388
343	0.1353458867
344	0.1352891369
345	0.1352602898
346	0.1351769972
347	0.1351344181
348	0.1350852238
349	0.1350333492
350	0.1350058305
351	0.1349673079
352	0.1349113776
353	0.1348687543
354	0.1347488183
355	0.1346784116
356	0.1346160778
357	0.1345636072
358	0.1345372433
359	0.1345271283
360	0.1344674336
361	0.1343900885
362	0.1343568301
363	0.1343122539
364	0.1342788726
365	0.1342348518
366	0.1341832167
367	0.1341314418
368	0.1340753729
369	0.1340129691
370	0.1339652295
371	0.1339449726
372	0.1338909468
373	0.1338227879
374	0.1337658885
375	0.1337297536
376	0.1336110894
377	0.1335627762
378	0.1335409914
379	0.1335007137
380	0.1334738081
381	0.1334284222
382	0.1333807533
383	0.1332760959
384	0.1332446459
385	0.1332250599
386	0.1331905669
387	0.1331582659
388	0.1330216763
389	0.132984674
390	0.1328781645
391	0.1328474131
392	0.1328113789
393	0.1327661213
394	0.132748608
395	0.1326785891
396	0.1325778416
397	0.1324591268
398	0.1324038701
399	0.1323733238
400	0.1323184325
401	0.1322871727
402	0.132234861
403	0.1321793727
404	0.1321310836
405	0.1320364689
406	0.1320085811
407	0.1319840448
408	0.1319541633
409	0.1318908005
410	0.1318340235
411	0.1317848406
412	0.1317475579
413	0.1317303284
414	0.1316609384
415	0.1316369767
416	0.1316030078
417	0.1315387671
418	0.1315125626
419	0.1314793194
420	0.1314515355
421	0.1314233816
422	0.1313744844
423	0.1313213906
424	0.1312992602
425	0.1312301153
426	0.1311775834
427	0.1311294866
428	0.1311129731
429	0.1310894832
430	0.1309665742
431	0.1309168457
432	0.1308004155
433	0.1307566268
434	0.1306720886
435	0.130619888
436	0.13058451
437	0.130502654
438	0.1304550348
439	0.1303593479
440	0.1303255446
441	0.1302773645
442	0.1302196776
443	0.1301748059
444	0.1301194445
445	0.1300774897
446	0.1300191284
447	0.1299650897
448	0.1299370773
449	0.1298877286
450	0.1298700595
451	0.1298449616
452	0.1297421862
453	0.1297199825
454	0.1296623559
455	0.1295766256
456	0.1294804652
457	0.1294258119
458	0.1293818623
459	0.1293457119
460	0.1292969328
461	0.1292364055
462	0.1292060504
463	0.1291849406
464	0.1291526736
465	0.1291016826
466	0.1290673934
467	0.1290154983
468	0.1289689839
469	0.128919717
470	0.1288948402
471	0.1288089262
472	0.1287801377
473	0.1287541932
474	0.1286841329
475	0.1286271903
476	0.1285970283
477	0.1285094763
478	0.1284682558
479	0.1284240335
480	0.1283740611
481	0.1283439751
482	0.1282968031
483	0.1282461017
484	0.1281673277
485	0.128142632
486	0.1280611521
487	0.1280177622
488	0.1279931606
489	0.1279462769
490	0.1279313585
491	0.1279048856
492	0.1278440828
493	0.1277965308
494	0.1277575289
495	0.1277138115
496	0.1276912075
497	0.1276447309
498	0.1276036403
499	0.1275781459
500	0.1275361373
501	0.1275187923
502	0.1274733725
503	0.1274504729
504	0.1274159376
505	0.1273940549
506	0.1273697903
507	0.1273474577
508	0.1273255196
509	0.1272486308
510	0.1271903638
511	0.1271513949
512	0.1271268496
513	0.1271037815
514	0.1270802006
515	0.1270370233
516	0.1269713668
517	0.1269485663
518	0.1269132137
519	0.1268913023
520	0.1267951467
521	0.1267514068
522	0.1267323037
523	0.1267097784
524	0.1266945231
525	0.1266736906
526	0.1266229058
527	0.1265828766
528	0.1265378067
529	0.1265017415
530	0.1264648275
531	0.1264203876
532	0.1263518472
533	0.1263030779
534	0.1262815255
535	0.1262509807
536	0.1262096182
537	0.1261944107
538	0.1261718493
539	0.1261562415
540	0.1260979651
541	0.126064352
542	0.1260291522
543	0.1260097251
544	0.1259482502
545	0.125929561
546	0.1259082866
547	0.1258738991
548	0.125826584
549	0.1258106039
550	0.1257258182
551	0.1257024165
552	0.1256820515
553	0.1255980921
554	0.1255596908
555	0.125511541
556	0.1254778768
557	0.1254148644
558	0.1253503054
559	0.1252937015
560	0.1252073046
561	0.1251830978
562	0.1251381531
563	0.1250921862
564	0.1250503659
565	0.125010051
566	0.1249873583
567	0.1249486347
568	0.1249338336
569	0.1249072703
570	0.1248536085
571	0.1248157335
572	0.1247880845
573	0.12476306
574	0.1247184203
575	0.1246715677
576	0.1246277309
577	0.1245835985
578	0.1245579903
579	0.1245301501
580	0.1245068178
581	0.1244732235
582	0.124433309
583	0.1244014952
584	0.1243828581
585	0.1243699597
586	0.124325089
587	0.1242864185
588	0.1242472059
589	0.1242255987
590	0.1241957935
591	0.1240724584
592	0.1240451447
593	0.1240278268
594	0.1240067591
595	0.1239548367
596	0.1239383717
597	0.1238870033
598	0.1238659861
599	0.1238462625
600	0.1238046156
601	0.1237775877
602	0.1237635939
603	0.1237466925
604	0.123676101
605	0.123662774
606	0.1236248943
607	0.1235858731
608	0.1235161706
609	0.1234432559
610	0.1234100212
611	0.1233851917
612	0.1233465403
613	0.1233327596
614	0.1233110096
615	0.1232683163
616	0.1232289696
617	0.1232158183
618	0.1231928069
619	0.1231759308
620	0.1231334179
621	0.1230177841
622	0.1229698042
623	0.1228599872
624	0.1228413927
625	0.122816536
626	0.122782018
627	0.1227511315
628	0.1227102517
629	0.1226975328
630	0.1226507484
631	0.1226238552
632	0.1225844084
633	0.122575888
634	0.1225529443
635	0.1225091943
636	0.1224810433
637	0.1224694549
638	0.1224513926
639	0.1224039949
640	0.1223637857
641	0.122347781
642	0.1223157631
643	0.1222547004
644	0.1222063286
645	0.1221042729
646	0.1220509007
647	0.1220142745
648	0.1219634227
649	0.1219139208
650	0.1218985209
651	0.1218016856
652	0.1217772416
653	0.1217331581
654	0.1216762713
655	0.1216243531
656	0.121534324
657	0.1215010709
658	0.1214797391
659	0.1214402114
660	0.1214234496
661	0.1213659795
662	0.1213180746
663	0.12127298
664	0.1212271998
665	0.1211691758
666	0.1211529987
667	0.1211276866
668	0.1210786013
669	0.1210208369
670	0.1209675653
671	0.1209273176
672	0.1208419744
673	0.1208240016
674	0.1207933408
675	0.1207490955
676	0.1207207482
677	0.1206616137
678	0.120620572
679	0.1205903547
680	0.1205467551
681	0.1205128616
682	0.1204918665
683	0.1204292867
684	0.1203825645
685	0.1203275785
686	0.1202905652
687	0.1202484008
688	0.1201594455
689	0.1200765321
690	0.120052663
691	0.1200409644
692	0.1200018704
693	0.119966865
694	0.1199462276
695	0.1199038949
696	0.1198696699
697	0.1198312866
698	0.1198008794
699	0.1197285811
700	0.119713456
701	0.1196788077
702	0.119612844
703	0.1195743724
704	0.1195387727
705	0.1194915876
706	0.1194612909
707	0.119422032
708	0.1193894839
709	0.1193564211
710	0.119302076
711	0.1192858716
712	0.1192192811
713	0.1191642812
714	0.1191258456
715	0.1190640729
716	0.1190396858
717	0.1190281295
718	0.1190083955
719	0.118961334
720	0.1189144324
721	0.1188768286
722	0.1188197446
723	0.1187852939
724	0.1187597963
725	0.1187439542
726	0.1186744531
727	0.1186660698
728	0.118608526
729	0.1185602026
730	0.1185176212
731	0.1184618764
732	0.1184528455
733	0.118408621
734	0.1183475513
735	0.1183281727
736	0.1182953789
737	0.1182684387
738	0.1182291445
739	0.1182073532
740	0.1181659753
741	0.1181549816
742	0.1181342243
743	0.1181205493
744	0.1180929172
745	0.118056658
746	0.1180136556
747	0.1179877931
748	0.1179518892
749	0.1179275359
750	0.1179117715
751	0.1178886962
752	0.1178359039
753	0.1177940765
754	0.11776852
755	0.117705493
756	0.1176853916
757	0.117640642
758	0.1176060153
759	0.1175454016
760	0.117493935
761	0.1174520624
762	0.117421294
763	0.1174031099
764	0.117376821
765	0.1173181949
766	0.1172717653
767	0.1172268009
768	0.1171708761
769	0.1171466299
770	0.1171239021
771	0.117074944
772	0.11702284
773	0.1170005437
774	0.1169904932
775	0.1169449949
776	0.1168936205
777	0.1168633465
778	0.116849027
779	0.1168134993
780	0.1167703124
781	0.116721949
782	0.1166743371
783	0.116632758
784	0.1165828054
785	0.1165387763
786	0.1164894572
787	0.1164379399
788	0.1164080787
789	0.1163570223
790	0.116317279
791	0.1162838912
792	0.1162330766
793	0.1162084303
794	0.1161682551
795	0.1161338419
796	0.1160967896
797	0.116050578
798	0.1160036487
799	0.1159689214
800	0.1159234352
801	0.1158792518
802	0.115855723
803	0.1158288174
804	0.1158034059
805	0.1157711253
806	0.115741538
807	0.1157085628
808	0.1156825398
809	0.1156535497
810	0.1156073043
811	0.1155600443
812	0.1155208282
813	0.1154720401
814	0.1154387984
815	0.1153690497
816	0.1153554608
817	0.11532652
818	0.1152837937
819	0.1152568406
820	0.1152228714
821	0.1151782246
822	0.1151230873
823	0.1151016364
824	0.1150632915
825	0.1150390702
826	0.1150123916
827	0.1149899564
828	0.1149689623
829	0.1149327952
830	0.1149005001
831	0.1148844239
832	0.1148547054
833	0.1148243886
834	0.1148026012
835	0.1147769371
836	0.1147347609
837	0.114714696
838	0.1146655184
839	0.1146353805
840	0.1146085427
841	0.1145931429
842	0.1145562825
843	0.1145303465
844	0.1145086426
845	0.1144806388
846	0.1144484972
847	0.1144216194
848	0.1143568985
849	0.1143145197
850	0.1142681715
851	0.1142170658
852	0.1142017156
853	0.1141728979
854	0.1141450544
855	0.1141226858
856	0.1140970003
857	0.1140483453
858	0.1140071337
859	0.1139803845
860	0.1139583008
861	0.1139500188
862	0.1139287809
863	0.1139120279
864	0.113882171
865	0.1138414463
866	0.1138208796
867	0.1137787849
868	0.1137240494
869	0.1136965711
870	0.1136513117
871	0.1136263911
872	0.1135866843
873	0.1135776445
874	0.1135424518
875	0.1135213316
876	0.1134885175
877	0.1134439663
878	0.1134182633
879	0.1134125836
880	0.1133855096
881	0.1133591497
882	0.1133136338
883	0.1132766381
884	0.1132358817
885	0.1132172033
886	0.1131896892
887	0.1131481146
888	0.1131172698
889	0.1130774003
890	0.1130449893
891	0.1130363798
892	0.1130085591
893	0.1129711481
894	0.1129335157
895	0.1129045509
896	0.1128882054
897	0.1128701194
898	0.1128438906
899	0.1128264149
900	0.1128064314
901	0.112786603
902	0.112781211
903	0.1127461205
904	0.1127134248
905	0.1126941064
906	0.1126549979
907	0.1126466798
908	0.1126313215
909	0.1125897033
910	0.1125625942
911	0.112518234
912	0.1124828868
913	0.1124647424
914	0.1124234128
915	0.1123848473
916	0.1123683952
917	0.1123356099
918	0.1122930745
919	0.1122759553
920	0.1122627385
921	0.1122302603
922	0.1122048228
923	0.1121692436
924	0.1121452607
925	0.1121279871
926	0.1120944918
927	0.1120540005
928	0.1120346563
929	0.1120193074
930	0.1119852919
931	0.1119615065
932	0.111922902
933	0.1118886112
934	0.111858919
935	0.1118207389
936	0.111780244
937	0.1117487158
938	0.1117030215
939	0.1116778646
940	0.1116643923
941	0.1116512783
942	0.1116005031
943	0.1115765273
944	0.1115642191
945	0.1115345755
946	0.1115000914
947	0.1114704801
948	0.1114421354
949	0.1114070307
950	0.1113796115
951	0.1113508346
952	0.1113267389
953	0.1112928045
954	0.1112665106
955	0.1112460724
956	0.1111979464
957	0.1111601585
958	0.1111438178
959	0.1111000138
960	0.1110882792
961	0.1110660856
962	0.1110428008
963	0.1110360279
964	0.1110018667
965	0.1109814611
966	0.1109396215
967	0.1109330803
968	0.1109148823
969	0.1108619528
970	0.1108231746
971	0.1107873293
972	0.1107408429
973	0.1107196887
974	0.1107022318
975	0.110670446
976	0.1106595015
977	0.1106211574
978	0.1106113712
979	0.1105766864
980	0.1105563745
981	0.1105367516
982	0.1105226677
983	0.1105074986
984	0.1104897892
985	0.1104721341
986	0.1104362736
987	0.1104087448
988	0.1103680859
989	0.1103564964
990	0.1103460982
991	0.1103288476
992	0.110315893
993	0.1102998913
994	0.1102835771
995	0.1102738568
996	0.1102630823
997	0.1102495098
998	0.110224134
999	0.1102015312
